'(ID)','Company Name','Type','Address','City','State','ZIP','Country','Phone','Website','Inception Date','Jurisdiction','SEC Number','Employees (from Statements->Employees," most recent)'	",'Contact Name 1',Contact Title 1',Contact Name 2',Contact Title 2',Contact Name 3',Contact Title 3'
801-77371,"  Checchi Capital Fund Advisers, LLC     ",Funds Manager, 190 N. Canon Drive, Beverly Hills, California,90210, United States,  (310) 432-0010,#,11/20/12,3/20/15,Delaware,801-77371,6,Adam Checchi,Managing Member,Kathryn Checchi,Principal and Chief Compliance Officer,,
801-76931,"  Arcem Capital, LLC     ",Funds Manager, 150 East 52nd Street, New York, New York,10022, United States,  (212) 652-8140,http://www.arcem.com/,7/20/12,3/20/15,Delaware,801-76931,11,Christopher Leonard,Managing Partner,Venu Angara,Chief Risk Officer,Edward Martinson,Chief Compliance Officer &amp; Chief Financial Officer
801-79687,"  Infinity Q Capital Management, LLC     ",Funds Manager, 888 7th Avenue, New York, New York,10106, United States,  (212) 430-4100,http://www.infinityq.com,5/6/14,3/20/15,Delaware,801-79687,8,Leonard Potter,Chief Executive Officer,James Velissaris,Chief Investment Officer,Scott Lindell,Chief Compliance Officer
801-79978,  G2 Investment Partners Management LLC     ,Funds Manager, 14 West 49th St, New York, New York,10020, United States,  (212) 235-0285,http://www.g2ipartners.com,7/16/14,3/20/15,Delaware,801-79978,6,Joshua Goldberg,Managing Member,Thomas Perrone,Chief Financial Officer/Chief Compliance Officer,,
801-77701,"  VIP Capital Management, L.P.     ",Funds Manager, 152 West 57th Street, New York, New York,10019, United States,  (212) 277-5617,#,3/18/13,3/20/15,Delaware,801-77701,4,David Reilly,Chief Financial Officer / Chief Compliance Officer,Richard Reiss,Manager,Lauren Frank,Chief Operating Officer
801-73759,"  Willowridge Partners, Inc.     ",Funds Manager, 122 East 42nd Street, New York, New York,10017, United States,  (212) 369-4700,http://www.willowridge.com,3/29/12,3/20/15,New York,801-73759,9,Jerrold Newman,President/Founding Partner,Michael Kenny,Controller/Chief Compliance Officer,,
801-65725,  EJF Capital LLC     ,Funds Manager, 2107 Wilson Boulevard, Arlington, Virginia,22201, United States,  (703) 875-8371,http://www.ejfcap.com,1/27/06,3/20/15,Delaware,801-65725,67,Emanuel Friedman,Chief Executive Officer/Managing Member (Ejf Capital Llc),Neal Wilson,Chief Operating Officer (Ejf Capital Llc),Robert Hurley,Chief Financial Officer (Ejf Capital Llc)
801-9970,  Edgewood Management LLC     ,Funds Manager, 535 Madison Avenue, New York, New York,  10022-4214 , United States,  (212) 652-9100,http://www.edgewood.com,5/8/74,3/20/15,New York,801-9970,33,Donna Colon,Secretary &amp; Member of Board of Managers,Alan Breed,President &amp; Managing Member of Board of Managers,Fausto Rotundo,"Chief Financial Officer, Member of Board of Managers, Chief Operating Officer"
801-29384,  Appleton Partners Inc     ,Funds Manager, One Post Office Square, Boston, Massachusetts,2109, United States,  (617) 338-0700,http://www.appletonpartners.com,2/10/87,3/20/15,Massachusetts,801-29384,42,Kathleen Burge,"Exec Vice President,cfo, Director",James Ladge,"Senior Vice President, Coo",Robert Needham,Director
801-78099,"  Garelick Capital Partners, L.P.     ",Funds Manager, 60 State Street, Boston, Massachusetts,2109, United States,  (857) 250-2301,#,6/12/13,3/20/15,Delaware,801-78099,3,Robert Finneran,Cfo / Cco,Bruce Garelick,Managing Partner / Cio,John Donnelly,Senior Analyst and Associate Portfolio Manager
801-82172,  Galtere Inc.     ,Funds Manager, 5328 Yacht Haven Grande Suite C201 Box 5, St. Thomas,802,, U.S. Virgin Islands,  (212) 598-1837,http://www.galtere.com,4/3/15,3/20/15,U.S. Virgin Islands,801-82172,7,Renee Haugerud,Director,Arpad Busson,Director,Jennifer Provenzano,Chief Compliance Officer/Chief Operating Officer
801-17857,"  40/86 Advisors, Inc.     ",Funds Manager, 535 N. College Drive, Carmel, Indiana,46032, United States,  (317) 817-4086,https://invest.4086.com/,10/20/82,3/20/15,Delaware,801-17857,80,Eric Johnson,President &amp; Director,Richard Burke,Svp/Information Systems,Jeffrey Stautz,"Vp, Chief Compliance Officer, and General Counsel"
801-70456,  ESM Management LLC     ,Funds Manager,,,,,,,#,8/12/09,3/20/15,Delaware,801-70456,3,Eric Meyer,President/Chief Compliance Officer,William van de Water,Managing Director/Chief Investment Officer,,
801-57396,  New York Life Investment Management LLC     ,Funds Manager, 51 Madison Avenue, New York, New York,10010, United States,  (212) 576-7000,https://www.nylinvestments.com,3/20/00,3/20/15,Delaware,801-57396,843,Stephen Fisher,Elected Manager and Co-President,Allan Dowiak,"Senior Managing Director, Head of Human Resources",George Shively,"Senior Managing Director, General Counsel and Secretary"
801-78563,"  Redwood Investment Management, LLC.     ",Funds Manager, 1117 S. Robertson Blvd, Los Angeles, California,90035, United States,  (310) 693-5375,https://www.redwoodmutualfund.com,9/13/13,3/20/15,California,801-78563,5,Michael Messinger,Principal/Managing Member,Ryan Rouse,Chief Operating Officer &amp; Chief Compliance Officer,,
801-26834,  Stevens First Principles Investment Advisors     ,Funds Manager, 4100 Newport Place Dr., Newport Beach, California,  92660-2451 , United States,  (949) 251-9333,http://www.sfpria.com,5/29/86,3/20/15,California,801-26834,5,Steven Yamshon,President/Chief Financial Officer,Hugh Yamshon,Secretary,,
801-69093,  Global X Management Company LLC     ,Funds Manager, 623 5th Avenue, New York, New York,10022, United States,  (212) 644-6440,http://www.globalxfunds.com,4/25/08,3/20/15,Delaware,801-69093,22,Bruno del Ama,Ceo,Jose Gonzalez,Chairman,Daphne Chisolm,General Counsel and Chief Compliance Officer
801-72445,"  Elm Park Capital Management, LLC     ",Funds Manager, 2101 Cedar Springs Road, Dallas, Texas,75201, United States,  (214) 758-6531,http://www.elmparkcap.com,6/20/11,3/20/15,Delaware,801-72445,7,Charles Winograd,Senior Managing Partner,Mark Schachter,Managing Partner,Amanda Norris,Chief Financial Officer/Chief Compliance Officer
801-78258,"  Dusable Capital Management, LLC     ",Funds Manager," 1701 Pennsylvania Avenue, NW", Washington, District of Columbia,  20006-5805 , United States,  (202) 683-2015,http://www.dusablecapital.com,7/10/13,3/20/15,Delaware,801-78258,3,Shomik Dutta,Managing Director and Owner,John Guthrie,Chief Financial Officer and Chief Operating Officer and Chief Compliance Officer and Owner,Frank White,Chief Executive Officer and Manager
801-77921,  Caburn Management LP     ,Funds Manager, 535 Madison Avenue, New York, New York,10022, United States,  (212) 319-7611,#,4/12/13,3/20/15,Delaware,801-77921,1,Edward Ramsden,"Limited Partner, Chief Investment Officer, Chief Compliance Officer",,,,
801-71827,  ISF Management LLC     ,Funds Manager, 1345 Avenue Of The Americas, New York City, New York,10105, United States,  (646) 293-3700,http://www.isflp.com,9/15/10,3/20/15,Delaware,801-71827,4,Edward Mettelman,Managing Director and Chief Compliance Officer,Matthew Shefler,Managing Member and Fund Manager,,
801-45276,  Barlow Partners Inc     ,Funds Manager, 880 3rd Ave 3rd Flr, New York, New York,  10022-4730 , United States,  (212) 355-3449,http://www.barlowpartners.com,11/30/93,3/20/15,Delaware,801-45276,9,George Hambrecht,"Corporate Director, President, Treasurer, Shareholder, Chief Compliance Officer",Elizabeth Hilpman,"Chief Investment Officer, Secretary, Shareholder",,
801-74244,"  New Holland Capital, LLC     ",Funds Manager, 405 Lexington Ave., New York, New York,10174, United States,  (212) 600-9200,#,3/30/12,3/20/15,Delaware,801-74244,30,Thomas Dunn,Chief Executive Officer,Ira Handler,Chief Investment Officer,Adam Feild,President and Managing Principal
801-68235,  Tamro Capital Partners LLC     ,Funds Manager, 1701 Duke Street, Alexandria, Virginia,22314, United States,  (703) 740-1000,http://www.tamrocapital.com,6/30/07,3/20/15,Delaware,801-68235,18,Philip Tasho,Chief Executive Officer and Chief Investment Officer,Kathleen Neumann,President,Timothy Holland,Portfolio Manager
801-26376,  American Investors Advisors Inc     ,Funds Manager," 44 Wall Street, 2nd Floor", New York, New York,10005, United States,  (212) 495-5000,#,2/12/86,3/20/15,New York,801-26376,3,David Nachamie,Secretary/Compliance Officer,Joseph Davis,Chairman,Michael Siciliano,Chief Compliance Officer/Treasurer
801-47202,  Henderson Global Investors (North America) Inc.     ,Funds Manager, 737 N. Michigan Avenue, Chicago, Illinois,60611, United States,  (312) 397-1122,http://www.henderson.com/home/us,8/12/94,3/20/15,Delaware,801-47202,75,JAMES O&#39;BRIEN,Managing Director / President,CHRISTOPHER YARBROUGH,Senior Legal Counsel / Secretary,Charles Thompson,Vice President
801-69655,"  Coppice Asset Management, LLC     ",Funds Manager, 101 S. Salina St., Syracuse, New York,13202, United States,  (315) 476-8200,http://www.coppiceasset.com,10/6/08,3/20/15,Delaware,801-69655,0,Michael Friedl,Chief Compliance Officer,,,,
801-72540,"  Grandeur Peak Global Advisors, LLC     ",Funds Manager, 136 S Main St, Salt Lake City, Utah,84101, United States,  (801) 384-0000,http://www.grandeurpeakglobal.com,7/6/11,3/20/15,Delaware,801-72540,26,Robert Gardiner,"Ceo, Director",Blake Walker,"Cio, Evp, Director",Eric Huefner,"President, Coo, Chief Compliance Officer, Director"
801-81180,"  Beekman Investment Advisors, LLC     ",Funds Manager, 489 Fifth Avenue, New York, New York,10017, United States,  (646) 502-3300,http://www.thebeekmangroup.com,3/23/15,3/20/15,Delaware,801-81180,9,Andrew Marolda,"Managing Director, Chief Compliance Officer",John Troiano,Ceo and Managing Partner,,
801-77141,"  Oak Street Real Estate Capital, LLC     ",Funds Manager, 125 S. Wacker Dr., Chicago, Illinois,60606, United States,  (312) 448-7830,https://www.oakstreetrec.com,9/17/12,3/20/15,Illinois,801-77141,7,Marc Zahr,Chief Executive Officer,James Hennessey,Chief Compliance Officer &amp; Chief Financial Officer,Larissa Herczeg,Managing Partner
801-43337,  Prodigy Asset Management LLC     ,Funds Manager, 14100 Crawford Street, Boys Town, Nebraska,68010, United States,  (402) 493-9875,#,1/25/93,3/20/15,Nebraska,801-43337,7,Philip Ruden,Member,Michael Eglseder,Member,Melissa Reiner,Chief Compliance Officer
801-75599,"  Lawrence Capital Management, Inc.     ",Funds Manager, 708 Third Avenue, New York, New York,100174201, United States,  (212) 209-3988,http://www.lawrencecapitalmgt.com,4/19/12,3/20/15,New York,801-75599,3,Worthington Johnson,President and Director,Maria Natole,Chief Compliance Officer,,
801-80391,  Cbre Global Investment Partners Limited     ,Funds Manager," Third Floor, One New Change", London,  EC4M 9AF ,, United Kingdom,4.40E+12,http://www.cbreglobalinvestors.com,10/23/14,3/20/15,United Kingdom,801-80391,65,Jeremy Plummer,Chief Executive Officer,Stuart Savidge,Chief Financial &amp; Operations Officer,Ian Gleeson,Chief Investment Officer
801-62010,  Pacifica Capital Investments LLC     ,Funds Manager, P.O. Box 710, Rancho Santa Fe, California,92067, United States,  (858) 759-6800,http://www.pacificacapital.net,5/16/03,3/20/15,Colorado,801-62010,3,Steven Leonard,Managing Member/ President,Kari Pemberton,Chief Compliance Officer and Chief Investment Officer,,
801-76547,  The Investment House LLC     ,Funds Manager, 11150 Santa Monica Blvd, Los Angeles, California,90025, United States,  (310) 873-3021,http://www.tihllc.com,5/10/12,3/20/15,Delaware,801-76547,12,Timothy Wahl,President,Jed Cohen,Senior Managing Director,David Kahn,Chief Compliance Officer
801-54679,"  Rafferty Asset Management, LLC     ",Funds Manager, 1301 Avenue Of The Americas, New York, New York,10019, United States,  (646) 572-3390,http://www.direxionfunds.com/,6/25/97,3/20/15,New York,801-54679,50,Daniel O&#39;Neill,Managing Director,Lawrence Rafferty,Chairman,Patrick Rudnick,Chief Financial Officer
801-69591,"  Triangle Peak Partners, LP     ",Funds Manager," Carmel Plaza, Suite 305", Carmel, California,93921, United States,  (831) 998-9540,http://www.trianglepeakpartners.com,9/29/08,3/20/15,Delaware,801-69591,11,Michael Morgan,Chairman and Chief Executive Officer; Limited Partner,David Pesikoff,President; Limited Partner,Dain Degroff,President; Limited Partner
801-77998,"  VN Capital Management, LLC     ",Funds Manager, 1133 Broadway, New York, New York,10010, United States,  (212) 393-1140,http://www.vncapital.net,5/3/13,3/20/15,Delaware,801-77998,2,P. Donnell Noone,Managing Member,James Vanasek,Managing Member / Chief Compliance Officer,,
801-67571,"  QCM, LLC     ",Funds Manager, 311 California Street, San Francisco, California,94104, United States,  (415) 738-0288,http://www.quantumcap.com,1/16/07,3/20/15,Delaware,801-67571,13,Howard Aschwald,Chief Investment Officer,Timothy Chatard,Portfolio Manager,Daniel Young,Chief Compliance Officer
801-69604,"  Old West Investment Management, LLC     ",Funds Manager, 601 South Figueroa Street, Los Angeles, California,90017, United States,  (213) 943-1740,http://www.oldwestim.com,10/15/08,3/20/15,Delaware,801-69604,8,Joseph Boskovich,Managing Member,SPENCER MCCROSKEY,Managing Member,Chad Cook,Managing Member and Chief Compliance Officer
801-71255,  Abernathy Group II LLC     ,Funds Manager, 17 State Street, New York, New York,10004, United States,  (212) 293-3499,http://www.abbygroup.com,4/13/10,3/20/15,Delaware,801-71255,4,Edward Coyle,Chief Compliance Officer,Steven Abernathy,Managing Member,Brian Luster,Managing Member
801-50177,  The Renaissance Group LLC     ,Funds Manager, 50 E Rivercenter Blvd, Covington, Kentucky,41011, United States,  (513) 723-4500,https://www.reninv.com,9/26/95,3/20/15,Delaware,801-50177,22,Paul Radomski,Managing Partner/Executive Committee Member/Llc Member,Michael Schroer,Managing Partner/Executive Committee Member/Cio,Kevin Patton,Chief Compliance Officer/Partner/Llc Member
801-66181,"  Mohican Financial Management, LLC     ",Funds Manager," 21 Railroad Ave., Suite 35", Cooperstown, New York,13326, United States,  (607) 547-1357,http://www.mohicanfinancial.com/,2/1/06,3/20/15,Delaware,801-66181,6,Daniel Hage,Chief Operating Officer,Eric Hage,Chief Executive Officer,Charles Hage,Chief Compliance Officer
801-69490,"  Gavekal Capital, LLC     ",Funds Manager, 370 17th Street, Denver, Colorado,80202, United States,  (303) 763-1810,http://www.gavekalcapital.com,8/19/08,3/20/15,Colorado,801-69490,9,Steven Vannelli,Manager,Jill Rakowski,Chief Compliance Officer,,
801-80011,"  Scion Asset Management, LLC     ",Funds Manager, 20400 Stevens Creek Blvd, Cupertino, California,95014, United States,  (408) 441-8400,http://www.scionasset.com,7/16/14,3/20/15,Delaware,801-80011,6,Michael Burry,Chief Executive Officer,Zaeed Kalsheker,Chief Operating Officer/Chief Compliance Officer,George Serra,Chief Financial Officer
801-79083,"  AO Asset Management, LLC     ",Funds Manager, 950 Third Ave, Ny, New York,10022, United States,  (212) 554-3112,http://www.aoasset.com,1/21/14,3/20/15,Delaware,801-79083,7,Michael Neiberg,"Coo, Cco",Nicholas Romano,Ceo - Portfolio Manager,,
801-70618,"  Elementum Advisors, LLC     ",Funds Manager, 155 North Wacker Drive, Chicago, Illinois,60606, United States,  (312) 281-4688,http://www.elementumadvisors.com,9/30/09,3/20/15,Delaware,801-70618,24,Anthony Rettino,Founding Principal / Portfolio Manager,John DeCaro,Founding Principal / Portfolio Manager,Michael France,Principal / Chief Financial Officer
801-72973,  Michaud Capital Management LLC     ,Funds Manager, 250 Steele Street, Denver, Colorado,80206, United States,  (303) 962-5345,#,1/6/12,3/19/15,Colorado,801-72973,10,Joseph Michaud,Managing Member and Chief Compliance Officer,,,,
801-65550,"  Gates Capital Management, Inc.     ",Funds Manager, 1177 Avenue Of The Americas, New York, New York,10036, United States,  (212) 626-1421,http://www.gatescap.com,1/26/06,3/19/15,Delaware,801-65550,15,Jeffrey Gates,President / Portfolio Manager,Dax Vlassis,Director of Event-Driven Research,Justin Boisseau,Director of Equity Research / Chief Operating Officer
801-72310,"  Castlelake, L.P.     ",Funds Manager, 4600 Wells Fargo Center, Minneapolis, Minnesota,  55402-3901 , United States,  (612) 851-3000,http://www.castlelake.com,6/7/11,3/19/15,Delaware,801-72310,60,Rory O&#39;Neill,Limited Partner,Julie Braun,Limited Partner,Evan Carruthers,Limited Partner
801-9892,  Lowell Blake &amp; Associates Inc.     ,Funds Manager," 141 Tremont Street, Ste 200", Boston, Massachusetts,  02111-1209 , United States,  (617) 422-0064,http://www.lowell-blake.com,4/10/74,3/19/15,Massachusetts,801-9892,9,James Lowell,Principal and Director,Susan Lowell,"President,principal, Chief Compliance Officer and Director",Mark MacCallum,"Principal and Director, Secretary, Clerk"
801-29001,  Check Capital Management Inc     ,Funds Manager, 575 Anton Blvd, Costa Mesa, California,  92626-7685 , United States,  (714) 641-3579,http://www.checkcapital.com/,3/6/87,3/19/15,California,801-29001,15,Steven Check,President,Robert Hill,Chief Compliance Officer,,
